Name,Unit,Default,Description
cdAbsBoxCenterInedgeBrightRFDD,mm,0,Absolute cross position of center of surrounding rectangle of Inner Edge Bright of RFDD.
cdAbsBoxCenterInedgeBrightRFDD_E,mm,0,Absolute cross position of center of surrounding rectangle of Inner Edge Bright of RFDD_E.
cdAbsBoxCenterInedgeBrightRFH,mm,0,Absolute cross position of center of surrounding rectangle of Inner Edge Bright of RFH.
cdAbsBoxCenterInedgeBrightRFL,mm,0,Absolute cross position of center of surrounding rectangle of Inner Edge Bright of RFL.
cdAbsBoxCenterInedgeBrightRR,mm,0,Absolute cross position of center of surrounding rectangle of Inner Edge Bright of RR.
cdAbsBoxCenterInedgeBrightRRDD,mm,0,Absolute cross position of center of surrounding rectangle of Inner Edge Bright of RRDD.
cdAbsBoxCenterInedgeBrightTFB,mm,0,Absolute cross position of center of surrounding rectangle of Inner Edge Bright of TFB.
cdAbsBoxCenterInedgeBrightTRB,mm,0,Absolute cross position of center of surrounding rectangle of Inner Edge Bright of TRB.
cdAbsBoxCenterInedgeBrightTRBH,mm,0,Absolute cross position of center of surrounding rectangle of Inner Edge Bright of TRBH.
cdAbsBoxCenterInedgeDarkRFDD,mm,0,Absolute cross position of center of surrounding rectangle of Inner Edge Dark of RFDD.
cdAbsBoxCenterInedgeDarkRFDD_E,mm,0,Absolute cross position of center of surrounding rectangle of Inner Edge Dark of RFDD_E.
cdAbsBoxCenterInedgeDarkRFH,mm,0,Absolute cross position of center of surrounding rectangle of Inner Edge Dark of RFH.
cdAbsBoxCenterInedgeDarkRFL,mm,0,Absolute cross position of center of surrounding rectangle of Inner Edge Dark of RFL.
cdAbsBoxCenterInedgeDarkRR,mm,0,Absolute cross position of center of surrounding rectangle of Inner Edge Dark of RR.
cdAbsBoxCenterInedgeDarkRRDD,mm,0,Absolute cross position of center of surrounding rectangle of Inner Edge Dark of RRDD.
cdAbsBoxCenterInedgeDarkTFB,mm,0,Absolute cross position of center of surrounding rectangle of Inner Edge Dark of TFB.
cdAbsBoxCenterInedgeDarkTRB,mm,0,Absolute cross position of center of surrounding rectangle of Inner Edge Dark of TRB.
cdAbsBoxCenterInedgeDarkTRBH,mm,0,Absolute cross position of center of surrounding rectangle of Inner Edge Dark of TRBH.
cdAbsBoxCenterOutedgeBrightRFDD,mm,0,Absolute cross position of center of surrounding rectangle of Outer Edge Bright of RFDD.
cdAbsBoxCenterOutedgeBrightRFDD_E,mm,0,Absolute cross position of center of surrounding rectangle of Outer Edge Bright of RFDD_E.
cdAbsBoxCenterOutedgeBrightRFH,mm,0,Absolute cross position of center of surrounding rectangle of Outer Edge Bright of RFH.
cdAbsBoxCenterOutedgeBrightRFL,mm,0,Absolute cross position of center of surrounding rectangle of Outer Edge Bright of RFL.
cdAbsBoxCenterOutedgeBrightRR,mm,0,Absolute cross position of center of surrounding rectangle of Outer Edge Bright of RR.
cdAbsBoxCenterOutedgeBrightRRDD,mm,0,Absolute cross position of center of surrounding rectangle of Outer Edge Bright of RRDD.
cdAbsBoxCenterOutedgeBrightTFB,mm,0,Absolute cross position of center of surrounding rectangle of Outer Edge Bright of TFB.
cdAbsBoxCenterOutedgeBrightTRB,mm,0,Absolute cross position of center of surrounding rectangle of Outer Edge Bright of TRB.
cdAbsBoxCenterOutedgeBrightTRBH,mm,0,Absolute cross position of center of surrounding rectangle of Outer Edge Bright of TRBH.
cdAbsBoxCenterOutedgeDarkRFDD,mm,0,Absolute cross position of center of surrounding rectangle of Outer Edge Dark of RFDD.
cdAbsBoxCenterOutedgeDarkRFDD_E,mm,0,Absolute cross position of center of surrounding rectangle of Outer Edge Dark of RFDD_E.
cdAbsBoxCenterOutedgeDarkRFH,mm,0,Absolute cross position of center of surrounding rectangle of Outer Edge Dark of RFH.
cdAbsBoxCenterOutedgeDarkRFL,mm,0,Absolute cross position of center of surrounding rectangle of Outer Edge Dark of RFL.
cdAbsBoxCenterOutedgeDarkRR,mm,0,Absolute cross position of center of surrounding rectangle of Outer Edge Dark of RR.
cdAbsBoxCenterOutedgeDarkRRDD,mm,0,Absolute cross position of center of surrounding rectangle of Outer Edge Dark of RRDD.
cdAbsBoxCenterOutedgeDarkTFB,mm,0,Absolute cross position of center of surrounding rectangle of Outer Edge Dark of TFB.
cdAbsBoxCenterOutedgeDarkTRB,mm,0,Absolute cross position of center of surrounding rectangle of Outer Edge Dark of TRB.
cdAbsBoxCenterOutedgeDarkTRBH,mm,0,Absolute cross position of center of surrounding rectangle of Outer Edge Dark of TRBH.
cdAbsBoxCenterPrepBrightRFDD,mm,0,Absolute cross position of center of surrounding rectangle of Preprocessed Bright of RFDD.
cdAbsBoxCenterPrepBrightRFDD_E,mm,0,Absolute cross position of center of surrounding rectangle of Preprocessed Bright of RFDD_E.
cdAbsBoxCenterPrepBrightRFH,mm,0,Absolute cross position of center of surrounding rectangle of Preprocessed Bright of RFH.
cdAbsBoxCenterPrepBrightRFL,mm,0,Absolute cross position of center of surrounding rectangle of Preprocessed Bright of RFL.
cdAbsBoxCenterPrepBrightRR,mm,0,Absolute cross position of center of surrounding rectangle of Preprocessed Bright of RR.
cdAbsBoxCenterPrepBrightRRDD,mm,0,Absolute cross position of center of surrounding rectangle of Preprocessed Bright of RRDD.
cdAbsBoxCenterPrepBrightTFB,mm,0,Absolute cross position of center of surrounding rectangle of Preprocessed Bright of TFB.
cdAbsBoxCenterPrepBrightTRB,mm,0,Absolute cross position of center of surrounding rectangle of Preprocessed Bright of TRB.
cdAbsBoxCenterPrepBrightTRBH,mm,0,Absolute cross position of center of surrounding rectangle of Preprocessed Bright of TRBH.
cdAbsBoxCenterPrepDarkRFDD,mm,0,Absolute cross position of center of surrounding rectangle of Preprocessed Dark of RFDD.
cdAbsBoxCenterPrepDarkRFDD_E,mm,0,Absolute cross position of center of surrounding rectangle of Preprocessed Dark of RFDD_E.
cdAbsBoxCenterPrepDarkRFH,mm,0,Absolute cross position of center of surrounding rectangle of Preprocessed Dark of RFH.
cdAbsBoxCenterPrepDarkRFL,mm,0,Absolute cross position of center of surrounding rectangle of Preprocessed Dark of RFL.
cdAbsBoxCenterPrepDarkRR,mm,0,Absolute cross position of center of surrounding rectangle of Preprocessed Dark of RR.
cdAbsBoxCenterPrepDarkRRDD,mm,0,Absolute cross position of center of surrounding rectangle of Preprocessed Dark of RRDD.
cdAbsBoxCenterPrepDarkTFB,mm,0,Absolute cross position of center of surrounding rectangle of Preprocessed Dark of TFB.
cdAbsBoxCenterPrepDarkTRB,mm,0,Absolute cross position of center of surrounding rectangle of Preprocessed Dark of TRB.
cdAbsBoxCenterPrepDarkTRBH,mm,0,Absolute cross position of center of surrounding rectangle of Preprocessed Dark of TRBH.
cdAbsBoxCenterRFDD,mm,0,Absolute cross position of center of surrounding rectangle of RFDD
cdAbsBoxCenterRFDD_E,mm,0,Absolute cross position of center of surrounding rectangle of RFDD_E
cdAbsBoxCenterRFH,mm,0,Absolute cross position of center of surrounding rectangle of RFH
cdAbsBoxCenterRFL,mm,0,Absolute cross position of center of surrounding rectangle of RFL
cdAbsBoxCenterRR,mm,0,Absolute cross position of center of surrounding rectangle of RR
cdAbsBoxCenterRRDD,mm,0,Absolute cross position of center of surrounding rectangle of RRDD
cdAbsBoxCenterTFB,mm,0,Absolute cross position of center of surrounding rectangle of TFB
cdAbsBoxCenterTRB,mm,0,Absolute cross position of center of surrounding rectangle of TRB
cdAbsBoxCenterTRBH,mm,0,Absolute cross position of center of surrounding rectangle of TRBH
cdBoxCenter,mm,0,Relative position in cross direction of center of surrounding rectangle
cdBoxCenterFiltBrightRFDD,mm,0,Relative position in cross direction of center of surrounding rectangle of Filtered Bright of RFDD.
cdBoxCenterFiltBrightRFDD_E,mm,0,Relative position in cross direction of center of surrounding rectangle of Filtered Bright of RFDD_E.
cdBoxCenterFiltBrightRFH,mm,0,Relative position in cross direction of center of surrounding rectangle of Filtered Bright of RFH.
cdBoxCenterFiltBrightRFL,mm,0,Relative position in cross direction of center of surrounding rectangle of Filtered Bright of RFL.
cdBoxCenterFiltBrightTFB,mm,0,Relative position in cross direction of center of surrounding rectangle of Filtered Bright of TFB.
cdBoxCenterFiltDarkRFDD,mm,0,Relative position in cross direction of center of surrounding rectangle of Filtered Dark of RFDD.
cdBoxCenterFiltDarkRFDD_E,mm,0,Relative position in cross direction of center of surrounding rectangle of Filtered Dark of RFDD_E.
cdBoxCenterFiltDarkRFH,mm,0,Relative position in cross direction of center of surrounding rectangle of Filtered Dark of RFH.
cdBoxCenterFiltDarkRFL,mm,0,Relative position in cross direction of center of surrounding rectangle of Filtered Dark of RFL.
cdBoxCenterFiltDarkTFB,mm,0,Relative position in cross direction of center of surrounding rectangle of Filtered Dark of TFB.
cdBoxCenterInedgeBrightRFDD,mm,0,Relative position in cross direction of center of surrounding rectangle of Inner Edge Bright of RFDD.
cdBoxCenterInedgeBrightRFDD_E,mm,0,Relative position in cross direction of center of surrounding rectangle of Inner Edge Bright of RFDD_E.
cdBoxCenterInedgeBrightRFH,mm,0,Relative position in cross direction of center of surrounding rectangle of Inner Edge Bright of RFH.
cdBoxCenterInedgeBrightRFL,mm,0,Relative position in cross direction of center of surrounding rectangle of Inner Edge Bright of RFL.
cdBoxCenterInedgeBrightRR,mm,0,Relative position in cross direction of center of surrounding rectangle of Inner Edge Bright of RR.
cdBoxCenterInedgeBrightRRDD,mm,0,Relative position in cross direction of center of surrounding rectangle of Inner Edge Bright of RRDD.
cdBoxCenterInedgeBrightTFB,mm,0,Relative position in cross direction of center of surrounding rectangle of Inner Edge Bright of TFB.
cdBoxCenterInedgeBrightTRB,mm,0,Relative position in cross direction of center of surrounding rectangle of Inner Edge Bright of TRB.
cdBoxCenterInedgeBrightTRBH,mm,0,Relative position in cross direction of center of surrounding rectangle of Inner Edge Bright of TRBH.
cdBoxCenterInedgeDarkRFDD,mm,0,Relative position in cross direction of center of surrounding rectangle of Inner Edge Dark of RFDD.
cdBoxCenterInedgeDarkRFDD_E,mm,0,Relative position in cross direction of center of surrounding rectangle of Inner Edge Dark of RFDD_E.
cdBoxCenterInedgeDarkRFH,mm,0,Relative position in cross direction of center of surrounding rectangle of Inner Edge Dark of RFH.
cdBoxCenterInedgeDarkRFL,mm,0,Relative position in cross direction of center of surrounding rectangle of Inner Edge Dark of RFL.
cdBoxCenterInedgeDarkRR,mm,0,Relative position in cross direction of center of surrounding rectangle of Inner Edge Dark of RR.
cdBoxCenterInedgeDarkRRDD,mm,0,Relative position in cross direction of center of surrounding rectangle of Inner Edge Dark of RRDD.
cdBoxCenterInedgeDarkTFB,mm,0,Relative position in cross direction of center of surrounding rectangle of Inner Edge Dark of TFB.
cdBoxCenterInedgeDarkTRB,mm,0,Relative position in cross direction of center of surrounding rectangle of Inner Edge Dark of TRB.
cdBoxCenterInedgeDarkTRBH,mm,0,Relative position in cross direction of center of surrounding rectangle of Inner Edge Dark of TRBH.
cdBoxCenterOutedgeBrightRFDD,mm,0,Relative position in cross direction of center of surrounding rectangle of Outer Edge Bright of RFDD.
cdBoxCenterOutedgeBrightRFDD_E,mm,0,Relative position in cross direction of center of surrounding rectangle of Outer Edge Bright of RFDD_E.
cdBoxCenterOutedgeBrightRFH,mm,0,Relative position in cross direction of center of surrounding rectangle of Outer Edge Bright of RFH.
cdBoxCenterOutedgeBrightRFL,mm,0,Relative position in cross direction of center of surrounding rectangle of Outer Edge Bright of RFL.
cdBoxCenterOutedgeBrightRR,mm,0,Relative position in cross direction of center of surrounding rectangle of Outer Edge Bright of RR.
cdBoxCenterOutedgeBrightRRDD,mm,0,Relative position in cross direction of center of surrounding rectangle of Outer Edge Bright of RRDD.
cdBoxCenterOutedgeBrightTFB,mm,0,Relative position in cross direction of center of surrounding rectangle of Outer Edge Bright of TFB.
cdBoxCenterOutedgeBrightTRB,mm,0,Relative position in cross direction of center of surrounding rectangle of Outer Edge Bright of TRB.
cdBoxCenterOutedgeBrightTRBH,mm,0,Relative position in cross direction of center of surrounding rectangle of Outer Edge Bright of TRBH.
cdBoxCenterOutedgeDarkRFDD,mm,0,Relative position in cross direction of center of surrounding rectangle of Outer Edge Dark of RFDD.
cdBoxCenterOutedgeDarkRFDD_E,mm,0,Relative position in cross direction of center of surrounding rectangle of Outer Edge Dark of RFDD_E.
cdBoxCenterOutedgeDarkRFH,mm,0,Relative position in cross direction of center of surrounding rectangle of Outer Edge Dark of RFH.
cdBoxCenterOutedgeDarkRFL,mm,0,Relative position in cross direction of center of surrounding rectangle of Outer Edge Dark of RFL.
cdBoxCenterOutedgeDarkRR,mm,0,Relative position in cross direction of center of surrounding rectangle of Outer Edge Dark of RR.
cdBoxCenterOutedgeDarkRRDD,mm,0,Relative position in cross direction of center of surrounding rectangle of Outer Edge Dark of RRDD.
cdBoxCenterOutedgeDarkTFB,mm,0,Relative position in cross direction of center of surrounding rectangle of Outer Edge Dark of TFB.
cdBoxCenterOutedgeDarkTRB,mm,0,Relative position in cross direction of center of surrounding rectangle of Outer Edge Dark of TRB.
cdBoxCenterOutedgeDarkTRBH,mm,0,Relative position in cross direction of center of surrounding rectangle of Outer Edge Dark of TRBH.
cdBoxCenterPrepBrightRFDD,mm,0,Relative position in cross direction of center of surrounding rectangle of Preprocessed Bright of RFDD.
cdBoxCenterPrepBrightRFDD_E,mm,0,Relative position in cross direction of center of surrounding rectangle of Preprocessed Bright of RFDD_E.
cdBoxCenterPrepBrightRFH,mm,0,Relative position in cross direction of center of surrounding rectangle of Preprocessed Bright of RFH.
cdBoxCenterPrepBrightRFL,mm,0,Relative position in cross direction of center of surrounding rectangle of Preprocessed Bright of RFL.
cdBoxCenterPrepBrightRR,mm,0,Relative position in cross direction of center of surrounding rectangle of Preprocessed Bright of RR.
cdBoxCenterPrepBrightRRDD,mm,0,Relative position in cross direction of center of surrounding rectangle of Preprocessed Bright of RRDD.
cdBoxCenterPrepBrightTFB,mm,0,Relative position in cross direction of center of surrounding rectangle of Preprocessed Bright of TFB.
cdBoxCenterPrepBrightTRB,mm,0,Relative position in cross direction of center of surrounding rectangle of Preprocessed Bright of TRB.
cdBoxCenterPrepBrightTRBH,mm,0,Relative position in cross direction of center of surrounding rectangle of Preprocessed Bright of TRBH.
cdBoxCenterPrepDarkRFDD,mm,0,Relative position in cross direction of center of surrounding rectangle of Preprocessed Dark of RFDD.
cdBoxCenterPrepDarkRFDD_E,mm,0,Relative position in cross direction of center of surrounding rectangle of Preprocessed Dark of RFDD_E.
cdBoxCenterPrepDarkRFH,mm,0,Relative position in cross direction of center of surrounding rectangle of Preprocessed Dark of RFH.
cdBoxCenterPrepDarkRFL,mm,0,Relative position in cross direction of center of surrounding rectangle of Preprocessed Dark of RFL.
cdBoxCenterPrepDarkRR,mm,0,Relative position in cross direction of center of surrounding rectangle of Preprocessed Dark of RR.
cdBoxCenterPrepDarkRRDD,mm,0,Relative position in cross direction of center of surrounding rectangle of Preprocessed Dark of RRDD.
cdBoxCenterPrepDarkTFB,mm,0,Relative position in cross direction of center of surrounding rectangle of Preprocessed Dark of TFB.
cdBoxCenterPrepDarkTRB,mm,0,Relative position in cross direction of center of surrounding rectangle of Preprocessed Dark of TRB.
cdBoxCenterPrepDarkTRBH,mm,0,Relative position in cross direction of center of surrounding rectangle of Preprocessed Dark of TRBH.
cdBoxCenterRFDD,mm,0,Relative position in cross direction of center of surrounding rectangle of RFDD
cdBoxCenterRFDD_E,mm,0,Relative position in cross direction of center of surrounding rectangle of RFDD_E
cdBoxCenterRFH,mm,0,Relative position in cross direction of center of surrounding rectangle of RFH
cdBoxCenterRFL,mm,0,Relative position in cross direction of center of surrounding rectangle of RFL
cdBoxCenterRR,mm,0,Relative position in cross direction of center of surrounding rectangle of RR
cdBoxCenterRRDD,mm,0,Relative position in cross direction of center of surrounding rectangle of RRDD
cdBoxCenterTFB,mm,0,Relative position in cross direction of center of surrounding rectangle of TFB
cdBoxCenterTRB,mm,0,Relative position in cross direction of center of surrounding rectangle of TRB
cdBoxCenterTRBH,mm,0,Relative position in cross direction of center of surrounding rectangle of TRBH
cdBoxOffsetFiltBrightRFDD,mm,0,Offset to center in cross direction of Filtered Bright of RFDD.
cdBoxOffsetFiltBrightRFDD_E,mm,0,Offset to center in cross direction of Filtered Bright of RFDD_E.
cdBoxOffsetFiltBrightRFH,mm,0,Offset to center in cross direction of Filtered Bright of RFH.
cdBoxOffsetFiltBrightRFL,mm,0,Offset to center in cross direction of Filtered Bright of RFL.
cdBoxOffsetFiltBrightTFB,mm,0,Offset to center in cross direction of Filtered Bright of TFB.
cdBoxOffsetFiltDarkRFDD,mm,0,Offset to center in cross direction of Filtered Dark of RFDD.
cdBoxOffsetFiltDarkRFDD_E,mm,0,Offset to center in cross direction of Filtered Dark of RFDD_E.
cdBoxOffsetFiltDarkRFH,mm,0,Offset to center in cross direction of Filtered Dark of RFH.
cdBoxOffsetFiltDarkRFL,mm,0,Offset to center in cross direction of Filtered Dark of RFL.
cdBoxOffsetFiltDarkTFB,mm,0,Offset to center in cross direction of Filtered Dark of TFB.
cdBoxOffsetInedgeBrightRFDD,mm,0,Offset to center in cross direction of Inner Edge Bright of RFDD.
cdBoxOffsetInedgeBrightRFDD_E,mm,0,Offset to center in cross direction of Inner Edge Bright of RFDD_E.
cdBoxOffsetInedgeBrightRFH,mm,0,Offset to center in cross direction of Inner Edge Bright of RFH.
cdBoxOffsetInedgeBrightRFL,mm,0,Offset to center in cross direction of Inner Edge Bright of RFL.
cdBoxOffsetInedgeBrightRR,mm,0,Offset to center in cross direction of Inner Edge Bright of RR.
cdBoxOffsetInedgeBrightRRDD,mm,0,Offset to center in cross direction of Inner Edge Bright of RRDD.
cdBoxOffsetInedgeBrightTFB,mm,0,Offset to center in cross direction of Inner Edge Bright of TFB.
cdBoxOffsetInedgeBrightTRB,mm,0,Offset to center in cross direction of Inner Edge Bright of TRB.
cdBoxOffsetInedgeBrightTRBH,mm,0,Offset to center in cross direction of Inner Edge Bright of TRBH.
cdBoxOffsetInedgeDarkRFDD,mm,0,Offset to center in cross direction of Inner Edge Dark of RFDD.
cdBoxOffsetInedgeDarkRFDD_E,mm,0,Offset to center in cross direction of Inner Edge Dark of RFDD_E.
cdBoxOffsetInedgeDarkRFH,mm,0,Offset to center in cross direction of Inner Edge Dark of RFH.
cdBoxOffsetInedgeDarkRFL,mm,0,Offset to center in cross direction of Inner Edge Dark of RFL.
cdBoxOffsetInedgeDarkRR,mm,0,Offset to center in cross direction of Inner Edge Dark of RR.
